Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"C Li, Y Tang, Y Zheng, P Jayakumar…","Modeling human steering behavior in teleoperation of unmanned ground vehicles with varying speed",2022,"Human factors","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0018720820948982","https://scholar.google.com/scholar?cites=6178976799110896824&as_sdt=2005&sciodt=2007&hl=en",166,"2023-12-15 19:02:41","","10.1177/0018720820948982","","",,,,,7,7.00,1,5,1,"… and regulated through temporal and logical constraints, and a tuning method is developed to represent the lowest human ALKE in the teleoperated driving setting with varying speeds. …","https://journals.sagepub.com/doi/pdf/10.1177/0018720820948982","https://scholar.google.com/scholar?q=related:uJxiQqkiwFUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
27,"A Patel, H Boyer, V Singh","Multi-stage operation of autonomous vehicles",2019,"US Patent 10,437,247","Google Patents","https://patents.google.com/patent/US10437247B2/en","https://scholar.google.com/scholar?cites=4143562435700741874&as_sdt=2005&sciodt=2007&hl=en",128,"2023-12-15 19:02:41","","","","",,,,,27,6.75,9,3,4,"… varying levels of human interaction for the dynamic driving task, such as from one or more passengers within the vehicle or from a remote operator through teleoperation. While the …","https://patentimages.storage.googleapis.com/03/33/d0/49504f1cc99197/US10437247.pdf","https://scholar.google.com/scholar?q=related:8laY7BTkgDkJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
26,"S Lu, MY Zhang, T Ersal, XJ Yang","Workload management in teleoperation of unmanned ground vehicles: Effects of a delay compensation aid on human operators' workload and teleoperation …",2019,"International Journal of Human …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10447318.2019.1574059","https://scholar.google.com/scholar?cites=145275217482173591&as_sdt=2005&sciodt=2007&hl=en",92,"2023-12-15 19:02:41","","10.1080/10447318.2019.1574059","","",,,,,26,6.50,7,4,4,"… completed the teleoperation driving task along with the one-back memory task in each of the three driving conditions. Participants were informed of the driving conditions they were in, …","","https://scholar.google.com/scholar?q=related:l0yxZAofBAIJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
19,"E Cinque, F Valentini, A Persia…","V2x communication technologies and service requirements for connected and autonomous driving",2020,"… of Electrical and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9307388/","https://scholar.google.com/scholar?cites=5745909574175135301&as_sdt=2005&sciodt=2007&hl=en",109,"2023-12-15 19:02:41","","","","",,,,,19,6.33,5,4,3,"… fully-automated driving; • Extended Sensors: data collection from local or remote sensors for … from ITS entities; • Remote Driving: the vehicle is controlled remotely by either a human …","","https://scholar.google.com/scholar?q=related:RZY5iFCSvU8J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
19,"L Bahar, Y Sharon, I Nisky","Surgeon-centered analysis of robot-assisted needle driving under different force feedback conditions",2020,"Frontiers in neurorobotics","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnbot.2019.00108/full","https://scholar.google.com/scholar?cites=523825661063800979&as_sdt=2005&sciodt=2007&hl=en",193,"2023-12-15 19:02:41","HTML","10.3389/fnbot.2019.00108","","",,,,,19,6.33,6,3,3,"… In the aftereffect contrast, we analyze the effect of teleoperation on open needle driving: the difference in performance between just before (last 5 trials of 1st open needle …","https://www.frontiersin.org/articles/10.3389/fnbot.2019.00108/full","https://scholar.google.com/scholar?q=related:kyjx06kARQcJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
25,"RDR Beira","Mechanical teleoperated device comprising an interchangeable distal instrument",2019,"US Patent 10,265,129","Google Patents","https://patents.google.com/patent/US10265129B2/en","https://scholar.google.com/scholar?cites=14565620116049833877&as_sdt=2005&sciodt=2007&hl=en",144,"2023-12-15 19:02:41","","","","",,,,,25,6.25,25,1,4,"… teleoperated device may not have a remote-center-of-motion (RCM). Given that the two mechanical teleoperated devices … teleoperated device only as shown particularly in FIGS. 1 to 6 . …","https://patentimages.storage.googleapis.com/74/79/67/daab28e152b35e/US10265129.pdf","https://scholar.google.com/scholar?q=related:lS9v1lJ6I8oJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"H Schippers, C Schüler, B Sliwa…","System modeling and performance evaluation of predictive QoS for future tele-operated driving",2022,"2022 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9773810/","https://scholar.google.com/scholar?cites=12683794704096878592&as_sdt=2005&sciodt=2007&hl=en",30,"2023-12-15 19:02:41","","","","",,,,,6,6.00,2,4,1,"… -related requirements of tele-operated driving. ToD is … of the required data rate for teleoperation by the mobile network. An … the implementation of tele-operated driving applications on a …","https://ieeexplore.ieee.org/iel7/9773363/9773791/09773810.pdf","https://scholar.google.com/scholar?q=related:AOCs7RTkBbAJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
18,"A Schimpe, F Diermeyer","Steer with me: A predictive, potential field-based control approach for semi-autonomous, teleoperated road vehicles",2020,"2020 IEEE 23rd International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9294702/","https://scholar.google.com/scholar?cites=16005708770283545426&as_sdt=2005&sciodt=2007&hl=en",38,"2023-12-15 19:02:41","","","","",,,,,18,6.00,9,2,3,"… Ultimately, this research aims to develop a fully comprehensive safety concept for teleoperated driving, capable of withstanding a multitude of worst-case circumstances, such as loss of …","https://arxiv.org/pdf/2006.15718","https://scholar.google.com/scholar?q=related:UuMaH1OzH94J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
12,"JM Marquez-Barja, S Hadiwardoyo…","Enhanced teleoperated transport and logistics: A 5g cross-border use case",2021,"2021 Joint European …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9482459/","https://scholar.google.com/scholar?cites=4541636950120997742&as_sdt=2005&sciodt=2007&hl=en",53,"2023-12-15 19:02:41","","","","",,,,,12,6.00,4,3,2,"… by a driver in the cabin or a teleoperator and the following vehicle(s) can be automated. Remote takeover operations Remote takeover defines the process in which a remote operator …","https://ieeexplore.ieee.org/iel7/9482408/9482415/09482459.pdf","https://scholar.google.com/scholar?q=related:biPAVr4iBz8J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
6,"J Prakash, M Vignati, D Vignarca…","Predictive display with perspective projection of surroundings in vehicle teleoperation to account time-delays",2023,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10109163/","https://scholar.google.com/scholar?cites=9642225116900231398&as_sdt=2005&sciodt=2007&hl=en",80,"2023-12-15 19:02:41","","","","",,,,,6,6.00,2,4,1,"… To avail maximum benefits of teleoperation, this work … teleoperation and real vehicle drive. Data communication delay is the bottleneck in time-delay cycle. During vehicle teleoperation, …","https://ieeexplore.ieee.org/iel7/6979/4358928/10109163.pdf","https://scholar.google.com/scholar?q=related:5ggwOagQ0IUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
12,"Y Luo, J Wang, HN Liang, S Luo…","Monoscopic vs. stereoscopic views and display types in the teleoperation of unmanned ground vehicles for object avoidance",2021,"2021 30th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9515455/","https://scholar.google.com/scholar?cites=16314598174372824333&as_sdt=2005&sciodt=2007&hl=en",94,"2023-12-15 19:02:41","","","","",,,,,12,6.00,2,5,2,"… For each condition, participants had to drive the robotic car remotely and maneuver it through the maze as fast as possible but without hitting or colliding with the obstacles. The driving …","https://ieeexplore.ieee.org/iel7/9515344/9515312/09515455.pdf","https://scholar.google.com/scholar?q=related:DYW65JkYaeIJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
17,"Y Zheng, MJ Brudnak, P Jayakumar…","Evaluation of a predictor-based framework in high-speed teleoperated military UGVs",2020,"… on Human-Machine …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9199093/","https://scholar.google.com/scholar?cites=3466843101744950927&as_sdt=2005&sciodt=2007&hl=en",66,"2023-12-15 19:02:41","","","","",,,,,17,5.67,4,4,3,"… high-speed teleoperated driving, here, we pursue a delay compensation method that does not require knowledge of the full vehicle model to improve teleoperated driving performance. …","https://ieeexplore.ieee.org/iel7/6221037/6340045/09199093.pdf","https://scholar.google.com/scholar?q=related:j26F026zHDAJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
17,"JM Georg, E Putz, F Diermeyer","Longtime effects of videoquality, videocanvases and displays on situation awareness during teleoperation of automated vehicles",2020,"2020 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9283364/","https://scholar.google.com/scholar?cites=6543076825590300973&as_sdt=2005&sciodt=2007&hl=en",108,"2023-12-15 19:02:41","","","","",,,,,17,5.67,6,3,3,"… An additional voluntary real teleoperated drive with the AudiQ7 prototype was offered to all participants. Here the participants drove one teleoperated round with each interface variant …","https://ieeexplore.ieee.org/iel7/9282733/9282811/09283364.pdf","https://scholar.google.com/scholar?q=related:LYFmx7StzVoJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
11,"D Schitz, S Bao, D Rieth…","Shared autonomy for teleoperated driving: A real-time interactive path planning approach",2021,"2021 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9561918/","https://scholar.google.com/scholar?cites=8068723021759824744&as_sdt=2005&sciodt=2007&hl=en",26,"2023-12-15 19:02:41","","","","",,,,,11,5.50,3,4,2,"… This contribution presents a teleoperation paradigm to raise the autonomy level of teleoperated driving, while the operator still remains the main decision-maker in all driving tasks. The …","https://ieeexplore.ieee.org/iel7/9560720/9560666/09561918.pdf","https://scholar.google.com/scholar?q=related:aMMCn9bc-W8J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
11,"A Schimpe, S Hoffmann…","Adaptive video configuration and bitrate allocation for teleoperated vehicles",2021,"2021 IEEE Intelligent …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9669258/","https://scholar.google.com/scholar?cites=1383256376171887570&as_sdt=2005&sciodt=2007&hl=en",41,"2023-12-15 19:02:41","","","","",,,,,11,5.50,4,3,2,"… presented a flexible video streaming framework for teleoperated driving. It offers the ability to … to further improve the video streaming quality for the application of teleoperated driving. …","https://ieeexplore.ieee.org/iel7/9669138/9669201/09669258.pdf","https://scholar.google.com/scholar?q=related:0vsEZ1hQMhMJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
16,"J Feiler, S Hoffmann…","Concept of a control center for an automated vehicle fleet",2020,"2020 IEEE 23rd …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9294411/","https://scholar.google.com/scholar?cites=13046766207323510678&as_sdt=2005&sciodt=2007&hl=en",100,"2023-12-15 19:02:41","","","","",,,,,16,5.33,5,3,3,"… According to the driving tasks proposed by Donges [50], the teleoperator is not operating … remote problem solving, our proposed method is to provide different interfaces for teleoperation…","","https://scholar.google.com/scholar?q=related:lpcWp71sD7UJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
20,"É Masson, P Richard, S Garcia-Guillen…","TC-Rail: Railways remote driving",2019,"Proceedings of the 12th …","researchgate.net","https://www.researchgate.net/profile/Philippe-Richard-6/publication/338741360_TC-Rail_Railways_Remote_Driving/links/5e872a114585150839ba0501/TC-Rail-Railways-Remote-Driving.pdf","https://scholar.google.com/scholar?cites=7253250699886156014&as_sdt=2005&sciodt=2007&hl=en",58,"2023-12-15 19:02:41","PDF","","","",,,,,20,5.00,5,4,4,"… To our knowledge, the teleoperation has never been applied to railway driving and no study has been conducted to this end. That is why, we chose to study the railway …","https://www.researchgate.net/profile/Philippe-Richard-6/publication/338741360_TC-Rail_Railways_Remote_Driving/links/5e872a114585150839ba0501/TC-Rail-Railways-Remote-Driving.pdf","https://scholar.google.com/scholar?q=related:7liRCRW5qGQJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
20,"RDR Beira, L Flaction","Mechanical teleoperated device for remote manipulation",2019,"US Patent 10,325,072","Google Patents","https://patents.google.com/patent/US10325072B2/en","https://scholar.google.com/scholar?cites=4577972927047461359&as_sdt=2005&sciodt=2007&hl=en",110,"2023-12-15 19:02:41","","","","",,,,,20,5.00,10,2,4,"… single closed loop (cable) transmission between a general driven pulley of the slave unit and the corresponding driving pulley of the master unit of the mechanical teleoperated device; …","https://patentimages.storage.googleapis.com/10/01/49/ce3735dbfa8072/US10325072.pdf","https://scholar.google.com/scholar?q=related:7-kEPB86iD8J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
15,"C Kettwich, A Dreßler","Requirements of future control centers in public transport",2020,"… Conference on Automotive User Interfaces and …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3409251.3411726","https://scholar.google.com/scholar?cites=8753776849788261568&as_sdt=2005&sciodt=2007&hl=en",120,"2023-12-15 19:02:41","","10.1145/3409251.3411726","","",,,,,15,5.00,8,2,3,"… this problem meanwhile is teleoperation. Teleoperated driving is the remote control of a … This means that a human driver, who is not physically present in the vehicle, is brought back …","https://dl.acm.org/doi/pdf/10.1145/3409251.3411726","https://scholar.google.com/scholar?q=related:wNSqVqqpe3kJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
5,"S Magzimof, Y Deri, D Parunakian…","Low latency wireless communication system for teleoperated vehicle environments",2022,"US Patent …","Google Patents","https://patents.google.com/patent/US11223667B2/en","https://scholar.google.com/scholar?cites=16423133712864777669&as_sdt=2005&sciodt=2007&hl=en",173,"2023-12-15 19:02:41","","","","",,,,,5,5.00,1,4,1,"… Alternatively, the vehicle 102 may comprise a non-autonomous vehicle that relies on control inputs from a driver in the vehicle 102 or from the remote support server 120. In the case of …","https://patentimages.storage.googleapis.com/a6/89/31/6011902bae206f/US11223667.pdf","https://scholar.google.com/scholar?q=related:xRUMLhmx6uMJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
14,"A Gaber, W Nassar, AM Mohamed…","Feasibility study of teleoperated vehicles using multi-operator LTE connection",2020,"… on Innovative Trends …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9047764/","https://scholar.google.com/scholar?cites=15668001429756871649&as_sdt=2005&sciodt=2007&hl=en",17,"2023-12-15 19:02:41","","","","",,,,,14,4.67,4,4,3,"… Teleoperated Driving requirements and concluded that, 4G technology availability is a must to operate Teleoperated driving, … proved to increase Teleoperated Driving feasibility over …","https://www.researchgate.net/profile/Ahmed-Maher-30/publication/340237949_Feasibility_Study_of_Teleoperated_Vehicles_Using_Multi-Operator_LTE_Connection/links/5fb82e0ea6fdcc6cc6545adc/Feasibility-Study-of-Teleoperated-Vehicles-Using-Multi-Operator-LTE-Connection.pdf","https://scholar.google.com/scholar?q=related:4YP4qEnsb9kJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
9,"D Schitz, G Graf, D Rieth…","Interactive corridor-based path planning for teleoperated driving",2021,"2021 7th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9384848/","https://scholar.google.com/scholar?cites=483524378918719597&as_sdt=2005&sciodt=2007&hl=en",21,"2023-12-15 19:02:41","","","","",,,,,9,4.50,2,4,2,"… CONCLUSIONS AND FUTURE WORK This paper presents a supervisory control approach for teleoperated driving with distinct human-machine interactions in order to relieve the …","https://ieeexplore.ieee.org/iel7/9384792/9384811/09384848.pdf","https://scholar.google.com/scholar?q=related:bRCxXdzStQYJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
9,"S Saparia, A Schimpe, L Ferranti","Active safety system for semi-autonomous teleoperated vehicles",2021,"2021 IEEE Intelligent …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9669239/","https://scholar.google.com/scholar?cites=2061139734147571869&as_sdt=2005&sciodt=2007&hl=en",61,"2023-12-15 19:02:41","","","","",,,,,9,4.50,3,3,2,"… Teleoperation can help smooth the transition from human operated to fully autonomous … on driver. This paper presents an Active Safety System (ASS) approach for teleoperated driving. …","https://ieeexplore.ieee.org/iel7/9669138/9669201/09669239.pdf","https://scholar.google.com/scholar?q=related:nSBP9qqjmhwJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
18,"A Franzluebbers, K Johnson","Remote robotic arm teleoperation through virtual reality",2019,"Symposium on Spatial User Interaction","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3357251.3359444","https://scholar.google.com/scholar?cites=10918986804498472262&as_sdt=2005&sciodt=2007&hl=en",76,"2023-12-15 19:02:41","","10.1145/3357251.3359444","","",,,,,18,4.50,9,2,4,"… the remote robot workspace. The current work builds upon this research through the design of the teleoperator … (Oculus Touch) and the other using driving metaphor with two fixed 6-axis …","https://dl.acm.org/doi/pdf/10.1145/3357251.3359444","https://scholar.google.com/scholar?q=related:Rh1PvaUIiJcJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
9,"Y Luo, J Wang, R Shi, HN Liang…","In-device feedback in immersive head-mounted displays for distance perception during teleoperation of unmanned ground vehicles",2021,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9664257/","https://scholar.google.com/scholar?cites=13092658911351272731&as_sdt=2005&sciodt=2007&hl=en",87,"2023-12-15 19:02:41","","","","",,,,,9,4.50,2,5,2,"… performance when driving a UGV remotely. We developed a VR HMD prototype to allow operating a UGV remotely. We ran a set of experiments to assess users’ driving performance, …","https://ieeexplore.ieee.org/iel7/4543165/9737603/09664257.pdf","https://scholar.google.com/scholar?q=related:G_VxeOl3srUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
4,"S Li, Y Zhang, S Edwards, PT Blythe","Exploration into the needs and requirements of the remote driver when teleoperating the 5G-enabled level 4 automated vehicle in the real world—a case study of 5G …",2023,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/23/2/820","https://scholar.google.com/scholar?cites=16509841622781281910&as_sdt=2005&sciodt=2007&hl=en",25,"2023-12-15 19:02:41","","","","",,,,,4,4.00,1,4,1,"… investigated remote drivers’ requirements when teleoperating the 5G L4 AV with a safety driver on-board. Future work could explore what their needs are when there is no safety driver. …","https://www.mdpi.com/1424-8220/23/2/820/pdf","https://scholar.google.com/scholar?q=related:dkbWp3u9HuUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
4,"S Hoffmann, D Majstorović…","Safe corridor: A trajectory-based safety concept for teleoperated road vehicles",2022,"… on Connected Vehicle …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9742770/","https://scholar.google.com/scholar?cites=15548887300586667248&as_sdt=2005&sciodt=2007&hl=en",54,"2023-12-15 19:02:41","","","","",,,,,4,4.00,1,3,1,"… To maintain vehicle operation, a remote operator can connect to the vehicle via the cellular network to resolve those situations. This method, called Teleoperated Driving (ToD), …","https://ieeexplore.ieee.org/iel7/9741822/9742718/09742770.pdf","https://scholar.google.com/scholar?q=related:8PwMTJ6-yNcJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
4,"M Gafert, AG Mirnig, P Fröhlich…","TeleOperationStation: XR-Exploration of User Interfaces for Remote Automated Vehicle Operation",2022,"CHI Conference on Human …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3491101.3519882","https://scholar.google.com/scholar?cites=1375256343828108139&as_sdt=2005&sciodt=2007&hl=en",57,"2023-12-15 19:02:41","","10.1145/3491101.3519882","","",,,,,4,4.00,1,4,1,"… load and situation awareness requirements of teleoperation tasks. • Physical setup of teleoperated vehicles: We developed this physical setup, in contrast to driving simulations [9], to pre…","https://dl.acm.org/doi/pdf/10.1145/3491101.3519882","https://scholar.google.com/scholar?q=related:axP6uFvkFRMJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
8,"S Hoffmann, DF Diermeyer","Systems-theoretic safety assessment of teleoperated road vehicles",2021,"arXiv preprint arXiv:2104.06795","arxiv.org","https://arxiv.org/abs/2104.06795","https://scholar.google.com/scholar?cites=5983049976172497888&as_sdt=2005&sciodt=2007&hl=en",59,"2023-12-15 19:02:41","","","","",,,,,8,4.00,4,2,2,"… teleoperated road vehicles. The focus of this paper is to systematically analyze the potential hazards of teleoperation … this paper and analyzed the teleoperated driving system. Dr. Frank …","https://arxiv.org/pdf/2104.06795","https://scholar.google.com/scholar?q=related:4Msr90AQCFMJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
4,"J Prakash, M Vignati, E Sabbioni, F Cheli","Vehicle Teleoperation: Human in the Loop Performance Comparison of Smith Predictor with Novel Successive Reference-Pose Tracking Approach",2022,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/22/23/9119","https://scholar.google.com/scholar?cites=10619134832343122778&as_sdt=2005&sciodt=2007&hl=en",83,"2023-12-15 19:02:41","HTML","","","",,,,,4,4.00,1,4,1,"… teleoperation has the ability to bridge the gap between completely automated driving and manual driving by remotely … Among many challenges related to vehicle teleoperation, the …","https://www.mdpi.com/1424-8220/22/23/9119","https://scholar.google.com/scholar?q=related:WgPKD96-XpMJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
8,"D Hetzer, M Muehleisen…","5G connected and automated driving: use cases, technologies and trials in cross-border environments",2021,"EURASIP …","jwcn-eurasipjournals.springeropen …","https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-021-01976-6","https://scholar.google.com/scholar?cites=151816296246969885&as_sdt=2005&sciodt=2007&hl=en",99,"2023-12-15 19:02:41","HTML","10.1186/s13638-021-01976-6","","",,,,,8,4.00,3,3,2,"… The activities of 5GCroCo are organized around three use cases: (1) Tele-operated Driving, (2) high-definition map generation and distribution for automated vehicles and (3) …","https://jwcn-eurasipjournals.springeropen.com/articles/10.1186/s13638-021-01976-6","https://scholar.google.com/scholar?q=related:HYbq-B1cGwIJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
8,"D Goedicke, AWD Bremers, H Yasuda…","Xr-oom: Mixing virtual driving simulation with real cars and environments safely",2021,"… Conference on Automotive …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3473682.3480266","https://scholar.google.com/scholar?cites=10291441535870623078&as_sdt=2005&sciodt=2007&hl=en",117,"2023-12-15 19:02:41","","10.1145/3473682.3480266","","",,,,,8,4.00,2,4,2,"… Research on the combined latency effects on driving performance have recently come from studies of remote teleoperation of driving. Neumeier et al. [15] determined that even a delay …","https://dl.acm.org/doi/pdf/10.1145/3473682.3480266","https://scholar.google.com/scholar?q=related:Zt1E7IyL0o4J:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
4,"J Saez-Perez, Q Wang, JM Alcaraz-Calero…","Design, Implementation, and Empirical Validation of a Framework for Remote Car Driving Using a Commercial Mobile Network",2023,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/23/3/1671","https://scholar.google.com/scholar?cites=9909095723857112263&as_sdt=2005&sciodt=2007&hl=en",124,"2023-12-15 19:02:41","HTML","","","",,,,,4,4.00,1,4,1,"… As indicated in Section 2, tele-operation nowadays relies completely on remote human drivers; however, we believe that a mixed system of human tele-operated and autonomous …","https://www.mdpi.com/1424-8220/23/3/1671","https://scholar.google.com/scholar?q=related:x2zYaQ8uhIkJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
4,"FJ Jiang, M Al-Janabi, T Bolin…","SVEA: an experimental testbed for evaluating V2X use-cases",2022,"2022 IEEE 25th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9922544/","https://scholar.google.com/scholar?cites=17619585392726027673&as_sdt=2005&sciodt=2007&hl=en",139,"2023-12-15 19:02:41","","","","",,,,,4,4.00,1,4,1,"… From platooning to remote driving, there are many proposals to use V2X communication to … monitor the status of and teleoperate vehicle fleets. The remote teleoperation scenario we will …","https://people.kth.se/~kallej/papers/transport_itsc22jiang.pdf","https://scholar.google.com/scholar?q=related:ma0Y549XhfQJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
4,"Y Yu, S Lee","Measurement-based evaluation of video streaming method for remote driving systems",2022,"2022 International Conference on Information …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9687172/","https://scholar.google.com/scholar?cites=4235268372768276722&as_sdt=2005&sciodt=2007&hl=en",145,"2023-12-15 19:02:41","","","","",,,,,4,4.00,2,2,1,"… Achieving remote driving with less than 200ms or even lower latency is still a … remote vehicle status environment in remote driving is a major factor affecting remote driver teleoperation [7…","https://ieeexplore.ieee.org/iel7/9687102/9687106/09687172.pdf","https://scholar.google.com/scholar?q=related:8sBMRyWyxjoJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
8,"A Patel, H Boyer, V Singh","Multi-stage operation of autonomous vehicles",2021,"US Patent 11,079,754","Google Patents","https://patents.google.com/patent/US11079754B2/en","https://scholar.google.com/scholar?cites=6170775583078362817&as_sdt=2005&sciodt=2007&hl=en",196,"2023-12-15 19:02:41","","","","",,,,,8,4.00,3,3,2,"… varying levels of human interaction for the dynamic driving task, such as from one or more passengers within the vehicle or from a remote operator through teleoperation. While the …","https://patentimages.storage.googleapis.com/e4/0e/a0/c24bbeace13a75/US11079754.pdf","https://scholar.google.com/scholar?q=related:wS4K2rL_olUJ:scholar.google.com/&scioq=teleoperated+driving+remote+driving&hl=en&as_sdt=2007&as_ylo=2019&as_yhi=2023"
